intent,text,意图描述,是否新增
not_understand,嗯，我还是不明白，你先说一下吧。,听不懂,
ask_robot,你给我转人工服务嘛。,你是机器人,
send_message,行，我看看吧。,发短信,
ask_doubt,这个是假的吧。,骗子,
send_message,嗯，发过来吧。,发短信,
how_operate,啊，那个操作什么，我这不是是哪来的人。,操作流程/怎么操作,
how_operate,呃，这个操作这个起什么作用啊？,操作流程/怎么操作,
how_operate,我打不开那个操作，怎么又重新操作呢？,操作流程/怎么操作,
ask_doubt,哦，我现在没空啊，等一会我去支付吧，这个不是骗人的吧，我怕骗人的，我就没点进去了。,骗子,
send_message,好吧，你发过来好了看一看。,发短信,
insurance_cancel,不，你你最好把它取消掉，行不行？,退保费,
normal_response,呃，你。,正常应答,
ask_doubt,你那个假的吧，你那个。,骗子,
ask_doubt,不需要了不需要了，你们是一种骗局，你们是一种。,骗子,
send_message,你发过来，我看一下。,发短信,
ask_who,听得到有啥事？,询问是谁,
ask_doubt,完了我就觉得不靠谱的事，我就刚刚看那个。,骗子,
send_message,啊，等一下，我看一下。,发短信,
send_message,好的，你发过来。行啊。,发短信,
ask_doubt,啊，是真的吧。,骗子,
ask_who,嗯，怎么。,询问是谁,
send_message,哦，那我试试看吧。行，好的。,发短信,
ask_doubt,我不不升级了，就这样吧，被骗了。,骗子,
insurance_cancel,怎么了？我我我正要正要退保了。,退保费,
ask_doubt,哦，我不需要给我，我试试看是不是真假的。,骗子,
not_understand,没听明白。,听不懂,
ask_who,还什么？,询问是谁,
not_understand,不是你你你说你什么意思？,听不懂,
insurance_cancel,没有没有，你取消过来吧，得寿福亚的。,退保费,
ask_doubt,对，是真的假的呀。,骗子,
refuse,我不要好不好？,拒绝，否认,
send_message,嗯，你发过来嘛。,发短信,
not_understand,你刚才说什么，你重新说一下，你说现在。,听不懂,
send_message,我先看一下，先吧，看一下，到时候晚一点点我再升级吧。,发短信,
how_operate,嗯，我看一下怎么怎么弄啊。,操作流程/怎么操作,
insurance_cancel,刚才不是他点了一操作，点上了，我这边想取消了，现在取消不了了。,退保费,
send_message,嗯，好，可以啊，你发过来看看。,发短信,
ask_doubt,他这个现在还是假的。,骗子,
ask_robot,不，你是人工呀，你还是智能的。,你是机器人,
ask_robot,我想问一下，你们这个是人工台还是那个就是智能台呀？,你是机器人,
ask_doubt,我我怕你们这个是骗人的，到时候有毛病找不着人了。,骗子,
send_message,嗯，你发过来吧。好的。,发短信,
insurance_cancel,嗯，我是看着了，但是我这有事我都没看，我能先退回去吗？,退保费,
ask_doubt,请问你是真的吗？假的哦。,骗子,
insurance_upgrade_difference,如果不升级的话呢，可以用吗？,升级区别,
ask_fee,收收费不收费啊这个。,询问费用,
refuse,嗯，不需要了，我可能就是没事，反正点的忘了呀，我投投进去了。,拒绝，否认,
not_understand,嗯，你什么意思？你你的意思是。,听不懂,
send_message,现在你好，发给我噻。,发短信,
insurance_upgrade_difference,如果不升级呢？,升级区别,
refuse,嗯，不需要我那玩意挺贵的，因为我前两天在医院几块钱就可以了。,拒绝，否认,
send_message,嗯，发过来我看看好吧。,发短信,
ask_doubt,嗯，我不知道骗人的还是真的假的。可以。,骗子,
insurance_cancel,嗯，我想取消可以吗？我点错了哎。,退保费,
how_operate,那个链接我也链接不了啊，怎么怎么怎么怎么操作的啊。,操作流程/怎么操作,
send_message,哦，那你那你这样发过来就可以了哈。,发短信,
send_message,哦，行，好，你发给我吧嗯。,发短信,
ask_doubt,哦，这这个是活动是真的吗？,骗子,
affirm,好的，收到了啊，谢谢啊。你完了。,同意，确认,
affirm,嗯，好的，再见啊。,同意，确认,
refuse,那不要了，我如果那还是机器人啊，可以的吧那个。,拒绝，否认,
ask_who,啊，请问你是哪家保险公司的？,询问是谁,
ask_who,哎，请问你是哪家保险公司的？,询问是谁,
no_interest,啊，我那是小孩子不小心点的。,不感兴趣,
refuse,不是我弄的，我不知道的。,拒绝，否认,
ask_who,请问是哪家保险公司呢？,询问是谁,
ask_who,哦，你们是哪家公司的，叫什么名字？,询问是谁,
ask_doubt,嗯，我就随便点了一下，我都不知道等一下是不是骗人的。,骗子,
not_understand,啥意思啊？你这是。,听不懂,
send_message,嗯，好，你发。,发短信,
insurance_upgrade_difference,这是什么？这还有什么升级啊？,升级区别,
not_understand,请问你是啥意思啊？,听不懂,
insurance_upgrade_difference,我我不申请不可以啊？,升级区别,
ask_who,啊，啥事你说吧。,询问是谁,
not_understand,你们没我明白你的意思，你听我说一下，明白了吗？嗯。,听不懂,
send_message,好，你先发过来吧。,发短信,
ask_robot,你这是啥人工吗？还是。,你是机器人,
no_impression,没印象，我看过了。,没印象,
refuse,现在先不用了。,拒绝，否认,
ask_who,你怎么的？,询问是谁,
ask_who,啊，是怎么的？,询问是谁,
insurance_upgrade_difference,不是，我问一下，为什么从7就是说从7万降到1万是什么意思？,升级区别,
insurance_upgrade_difference,你是要升级吗？,升级区别,
not_understand,啥意思啊？你重说一遍。,听不懂,
send_message,嗯，我来看一下啊。,发短信,
how_operate,嗯，这个操作是要干什么的？,操作流程/怎么操作,
insurance_cancel,你你对不起，你帮我退保，我不我不保了。,退保费,
ask_who,啊，有怎么说？,询问是谁,
ask_doubt,算了，你们这个都是有套路的，我不需要。,骗子,
no_impression,没印象。,没印象,
send_message,那行，你发给我吧。,发短信,
insurance_upgrade_difference,升值的保单是咋说的，什么意思啊？,升级区别,
insurance_cancel,我没有，那我想想问你哈，我那个取消一份可以吗？,退保费,
insurance_upgrade_difference,嗯，一个升级到600万的是吧？,升级区别,
normal_response,哎，你。,正常应答,
insurance_cancel,我想退。,退保费,
send_message,好，我看一下啊嗯。,发短信,
affirm,啊，哎谢谢。,同意，确认,
insurance_upgrade_difference,还要升级啊。,升级区别,
no_impression,我没印象。,没印象,
ask_doubt,我感觉怎么跟骗人一样呢？,骗子,
send_message,行，好看看吧。,发短信,
how_operate,啊，我可以操作吗？可是就是说是。,操作流程/怎么操作,
insurance_upgrade_difference,为啥要升级啊？,升级区别,
ask_doubt,我是担心是不是诈骗这个这个产品。,骗子,
ask_who,嗯，你说怎么？,询问是谁,
ask_doubt,可以啊，真的假的这个。,骗子,
how_operate,哎呀，不还要怎么操作啊。,操作流程/怎么操作,
ask_robot,不是你这每月用你这是人工还是还是电脑啊？,你是机器人,
insurance_cancel,我我我现在已经退保了。,退保费,
insurance_insured_already,我已经买了众安保险。,已有保险,
how_operate,嗯，行，哪里打开呀？,操作流程/怎么操作,
insurance_upgrade_difference,什么意思啊？升什么级啊，我不升级啊。,升级区别,
affirm,好，谢谢，麻烦了。,同意，确认,
send_message,好的，我看一下吧。,发短信,
ask_who,他他怎么。,询问是谁,
affirm,好嘞好嘞好嘞。,同意，确认,
insurance_upgrade_difference,意思就是说要要升级。,升级区别,
refuse,哦，不好意思，我对这些都不太感兴。,拒绝，否认,
how_operate,嗯，你说要怎么操作呀？,操作流程/怎么操作,
send_message,嗯，好了，我看看吧。,发短信,
client_busy,不一定有时间。,正在忙,
send_message,好，你那个发过来我看看。,发短信,
send_message,嗯，你发过来我看看了。嗯，拜拜。,发短信,
ask_doubt,嗯，我也不知道是真的还是假的试试看呢。,骗子,
how_operate,我点击操作那个干嘛呀？,操作流程/怎么操作,
ask_robot,人工吧。,你是机器人,
insurance_cancel,我可以退吗？,退保费,
ask_doubt,他是真的假的，我已经支付了。,骗子,
ask_doubt,哼真的假的。,骗子,
ask_doubt,呃，我想问一下你们这个众安保险是不是真的呀？,骗子,
ask_who,啊，说怎么了？,询问是谁,
normal_response,嗯嗯嗯说。,正常应答,
ask_who,喂，怎么了？你说。,询问是谁,
insurance_upgrade_difference,还要升级呀。,升级区别,
ask_doubt,嗯，可以，这是真的还是假的？,骗子,
ask_who,哎，怎么说说？,询问是谁,
client_busy,嗯，稍等一下啊，谢谢。,正在忙,
insurance_upgrade_difference,你为什么要为什么要升级呢？,升级区别,
ask_who,说吧啥事。,询问是谁,
send_message,嗯，你发过来看看。,发短信,
insurance_cancel,嗯，我那不要了，我现在能不能退掉啊，我现在在忙。,退保费,
ask_listen,听到听不到。,询问是否听到,
insurance_upgrade_difference,呃，这怎么什么叫升级啊？,升级区别,
ask_doubt,你这个是不是真的呀？,骗子,
client_busy,啊，等一会过去。,正在忙,
send_message,你发过来看看嘛。,发短信,
how_operate,嗯，那链接还要干什么操作？,操作流程/怎么操作,
ask_doubt,嗯，有有不是这玩意儿是真的假的，关键是我就是。,骗子,
ask_doubt,我也不知道你的那是个真，你妈咋地。,骗子,
send_message,我先把这个先先我先把那里面的看清楚吧。,发短信,
not_understand,你啥意思？,听不懂,
insurance_cancel,我想问一下，我怎么能退回来？,退保费,
ask_doubt,我就是说怕是骗人的，你骗一块全国13亿就搞13个亿先。,骗子,
ask_doubt,真的假的呀，我我对这个网商的这一块儿，我们。,骗子,
how_operate,那个点进去还怎么操作呢？,操作流程/怎么操作,
how_operate,怎怎么操作？我对这个不熟。,操作流程/怎么操作,
insurance_upgrade_difference,一定要提升吗？,升级区别,
not_understand,什么意思哦？,听不懂,
ask_doubt,我说我在抖音上看见这个真的是假的啊。,骗子,
need_repeat,再说一遍。,听不懂,
insurance_cancel,没有，然后一直退了。,退保费,
ask_doubt,这是真的假的呀，我就是给他看。,骗子,
ask_doubt,嗯，我本来是想支付，然后我又放弃了，我怕我有点这真的假的就好了。,骗子,
ask_who,能听到有啥事。,询问是谁,
how_operate,你我怎么操作呢？我怎么听得很明白。,操作流程/怎么操作,
ask_doubt,我现在没有怎么这套路这么深呢，又是一会儿。,骗子,
ask_doubt,哦，对，这就是是这个的，是不是真的假的？,骗子,
ask_fee,就用花钱吗？我。,询问费用,
ask_doubt,不去了，我不支付，我我觉得是骗人的。,骗子,
affirm,好了。,同意，确认,
ask_doubt,你这现在你这公司呀，到底是真的假的，也不知道到底是谁。,骗子,
affirm,我看了呀。,同意，确认,
ask_doubt,不是，如果假的，我找谁去啊？,骗子,
ask_who,干嘛？谢谢。,询问是谁,
ask_robot,人工客服。,你是机器人,
ask_who,怎么了，你说啥事？,询问是谁,
refuse,嗯，还没有。,拒绝，否认,
how_operate,嗯，要怎么操作啊？,操作流程/怎么操作,
insurance_cancel,我这个是昨天小孩弄的，小孩用我手机弄的，这个能退掉吗？,退保费,
not_understand,还要弄那干嘛呢？,听不懂,
ask_who,喂，你好，啥事。,询问是谁,
ask_who,嗯，能说啥事。,询问是谁,
normal_response,噢。,正常应答,
not_understand,我都没明白那个一元的那个你再给讲一遍吧。,听不懂,
ask_robot,你是智能的，不是人工的，是吧？,你是机器人,
client_busy,那等一下。,正在忙,
ask_who,等一下什么事啊？,询问是谁,
insurance_upgrade_difference,哦，如果要是不升级呢，这是怎么回事？我不知道，我就看着刷到了，然后我就去弄了一个。,升级区别,
ask_doubt,嗯，假如不让付说那都是骗人的。,骗子,
insurance_cancel,我不需要了，你能不能帮我退掉啊，但是我不懂。,退保费,
ask_doubt,那我不不弄了啊，还知道真的假的呗，怕的。,骗子,
ask_doubt,人人家说这个保险骗人的哦。,骗子,
ask_doubt,你们这个是不是真的啊？,骗子,
ask_doubt,嗯，这个是真的，可能是假的。,骗子,
ask_doubt,我是随便搞笑的，我是不知道是真的还是假的。,骗子,
refuse,嗯，现在没有啊，谢谢。,拒绝，否认,
ask_doubt,你这是不是真的呀？我。,骗子,
insurance_upgrade_difference,升级什么升级啊？,升级区别,
ask_doubt,这个是不是真的呀这个。,骗子,
insurance_upgrade_difference,不是，我说人家不是说个600万，什么意思？,升级区别,
ask_who,听到了怎么了，请说。,询问是谁,
client_busy,等一下啊。,正在忙,
insurance_upgrade_difference,嗯，什么待升级？,升级区别,
insurance_upgrade_difference,算了，我也不升级了，我肯定是受骗了。我不管我不要了。,升级区别,
ask_robot,你是人工啊还是机器呀？,你是机器人,
ask_doubt,你们这个是真的吗？是假的哦，我试一下啊。,骗子,
not_understand,嗯，你是什么意思啊？,听不懂,
ask_listen,你听得到我讲话吗？,询问是否听到,
refuse,我不要那些什么东西呢。,拒绝，否认,
ask_who,呃，怎么说？,询问是谁,
not_understand,再重说一遍，没明白呢。,听不懂,
ask_listen,有啊有啊，喂，我想问一下，听到听得到吗？,询问是否听到,
ask_doubt,对对对对对，这是骗人的还是假的呀，还是真的还是假的？,骗子,
ask_who,嗯，您说怎么了？,询问是谁,
ask_doubt,就到底会是不是真的也不知道。,骗子,
ask_who,我怎么啦？,询问是谁,
not_understand,啊，什么事什么意思啊？,听不懂,
refuse,没有没有没有。,拒绝，否认,
client_busy,哦，我还要等会儿，我现在还没还没回去呢。,正在忙,
not_understand,你重新说一下。,听不懂,
ask_who,你还要还要干什么？你说。,询问是谁,
insurance_upgrade_difference,哎呀，就好像升级吗？,升级区别,
insurance_upgrade_difference,必须升级吗？,升级区别,
ask_who,听到啥事？,询问是谁,
ask_who,嗯，走了怎么了？,询问是谁,
client_busy,啊，我不想操作，再说吧，嗯我在休息。,正在忙,
ask_doubt,是真的假的呀。,骗子,
not_understand,你这个什么意思啊？,听不懂,
ask_doubt,骗人的是吧？,骗子,
ask_doubt,我看你们都是有套路的，是吧？,骗子,
ask_doubt,你到底我不知道你们哪个是真的，哪个是假的，找找找大概得几天时间。,骗子,
ask_doubt,这个保险这是不是真的？,骗子,
ask_doubt,我都不知道是真的假的嘛，给他投保一下。,骗子,
not_understand,听不懂？,听不懂,
ask_doubt,我怕是假的，他他不是真的哟。,骗子,
not_understand,你说什么呀？你说。,听不懂,
ask_doubt,这个位置骗骗人的吧。,骗子,
insurance_settle_claim,那你不是你那个要如果有事了，又怕是怕是看病还是怎么着了，那个那个报销是咋联系啊啊。,如何理赔,
ask_who,听得到怎么。,询问是谁,
ask_fee,要钱是吧？,询问费用,
ask_who,啊，怎么的？,询问是谁,
ask_who,喂，你好，听得到什么事？,询问是谁,
ask_doubt,是真的呀，还是假的呀，我是想试试是真的还是假的。,骗子,
ask_who,怎么的？,询问是谁,
ask_doubt,哦，就是刚刚是吧，那是不是真的？,骗子,
ask_doubt,你是哪个？不是真的呀？,骗子,
ask_doubt,我都不知道你到底是不是众安保险的。,骗子,
insurance_upgrade_difference,什么升值权益是什么意思？,升级区别,
normal_response,嗯，啊。,正常应答,
not_understand,你这是什么情况啊？,听不懂,
ask_who,哎，哎怎么了？,询问是谁,
ask_doubt,嗯，这个是不是真的啊？,骗子,
ask_who,我能听得到你有什么事。,询问是谁,
affirm,好，谢谢你，再见。,同意，确认,
ask_robot,你是人工啊，你还是还是电脑啊？,你是机器人,
insurance_upgrade_difference,一直要升级吗？不升级不可以吗？,升级区别,
ask_doubt,那这个其实我现在我看那老是广告做这个，他那玩意是真是假的呀。,骗子,
client_busy,嗯，那等一下啊嗯。,正在忙,
ask_doubt,我靠，那个诈骗的是吧？,骗子,
ask_doubt,是不是真的啊这个东西。,骗子,
normal_response,哦，哦哦哦。,正常应答,
ask_who,那怎么讲？,询问是谁,
ask_who,喂，怎么啦？,询问是谁,
ask_doubt,不是我，你这个是真的是假的。,骗子,
ask_doubt,意思那个是真的呀。,骗子,
not_understand,咋回事咋回事，您您再说一遍。,听不懂,
ask_who,怎么的，你说。,询问是谁,
client_busy,没有有时间有。,正在忙,
ask_doubt,你这是真的假。,骗子,
ask_who,啊，啥事啊，说吧。,询问是谁,
insurance_settle_claim,理赔流程复杂吗？,如何理赔,
ask_listen,你听得到吗？我问你每个月是不是？,询问是否听到,
ask_who,怎么了？说？,询问是谁,
ask_doubt,他知道我也是看到里面我投进去，我也不知道是真的假的。,骗子,
ask_who,能听到你有什么事。,询问是谁,
no_impression,你刚刚都没得没印象的。,没印象,
ask_doubt,哦，我刚投的，我就是看一下是真的还是假的。,骗子,
ask_doubt,这是不是真的哦？,骗子,
ask_doubt,这个是真的吗？我否则有点上线。,骗子,
ask_doubt,哎，我也不知道到底是真是假。,骗子,
ask_doubt,有呢我是在抖音上看见的，也不知道真的假的。,骗子,
how_operate,好嘞好嘞，你弄来过来嗯嗯嗯怎么弄啊，你找我怎么操作？,操作流程/怎么操作,
affirm,好，谢谢，挂了。,同意，确认,
ask_doubt,我看他要啷个识别啷个鬼啊，那种我都趴进去了。,骗子,
refuse,如果是这样的话，我就不投。,拒绝，否认,
ask_robot,你能不能听见我说话呀，你是机器还是人工啊？,你是机器人,
ask_doubt,我怕上当，会不会上当呢？,骗子,
ask_doubt,他现在这个骗子很多啊，不敢弄他这个是真的是假的。他这个保险。,骗子,
insurance_settle_claim,是我知道我，你这心眼着急，我听明白了。就是如果有一天我有我生病了，我需要说理赔的时候，我我我我我我打哪个电话呀？,如何理赔,
refuse,啊，很麻烦，慢慢都麻烦死了去了。,拒绝，否认,
affirm,那谢谢了啊。,同意，确认,
not_understand,我还没听懂呢。,听不懂,
ask_who,听得见，你要还要讲什么，要不要讲的，不要就挂掉了。,询问是谁,
ask_who,啊，嗯怎么了？你说。,询问是谁,
ask_who,能听到的说有什么事。,询问是谁,
ask_doubt,不是你你这这怎么还是那个事，你不是骗人的吧。,骗子,
not_understand,哦，你那个是什么我没听懂啊。,听不懂,
client_busy,嗯，晚一会儿吧。,正在忙,
ask_doubt,真的假的啦。,骗子,
insurance_upgrade_difference,就是要升级是吧？,升级区别,
ask_doubt,哦，不用我，我回头看好以后，我就支付那个是真的吗？不能不骗人吧。,骗子,
ask_doubt,那是假的那不是真的。,骗子,
not_understand,我没听懂你上次说的最后一句。,听不懂,
insurance_upgrade_difference,你那不就是意思不升级不行的啊。,升级区别,
insurance_upgrade_difference,啊，你这是什么，是升级啊？,升级区别,
ask_doubt,这个上有账保险还是假保险啊？,骗子,
insurance_upgrade_difference,那升级不行吗？,升级区别,
refuse,这个不想申请了。,拒绝，否认,
how_operate,那我怎么怎么我都不懂操作怎么办呢？我刚才都按错按了。,操作流程/怎么操作,
insurance_upgrade_difference,嗯，啥子叫升级哦？,升级区别,
how_operate,按链接干什么，这个不就结束了吗？怎么还有什么操作啊？,操作流程/怎么操作,
not_understand,没听懂。,听不懂,
ask_who,怎么说？,询问是谁,
no_impression,我也没印象。,没印象,
no_impression,没有啥印象，你这不上上了吗？,没印象,
ask_doubt,你这个保险是真的还是假的呢？,骗子,
not_understand,你你你说的什么玩意，我都没听明白什么意思啊。,听不懂,
insurance_upgrade_difference,什么升值，你说说一下。,升级区别,
insurance_upgrade_difference,升级以后怎么样啊？,升级区别,
not_understand,啥意思？我没懂，我啥病也没有。,听不懂,
ask_robot,不是人工客服啊。,你是机器人,
ask_robot,嗯，我想要人工。,你是机器人,
ask_robot,喂喂，你是人工的吗？还是是是人还是机箱？,你是机器人,
ask_doubt,嗯，骗人的吧嗯。,骗子,
insurance_upgrade_difference,啊，怎么的还不一样啊。,升级区别,
insurance_upgrade_difference,我我可不可以不升级啊？,升级区别,
ask_doubt,你这边不是在忽悠人吗？我是。,骗子,
not_understand,俺没听懂。,听不懂,
ask_doubt,所以我就试一下是不是真还是假的。,骗子,
ask_doubt,你们有是骗人也有是骗人的吧。行，有可能骗人的吧。行啊。,骗子,
ask_doubt,啊，刚不是刚充完了，刚才有一个诈骗电话打了让我加他的那个的。,骗子,
ask_doubt,嗯，我不知道是真是假哎。,骗子,
not_understand,啊，你说什么意思啊，你再说一遍。,听不懂,
insurance_upgrade_difference,但是必须要升级吗？,升级区别,
how_operate,那我要怎么做？,操作流程/怎么操作,
ask_doubt,不用不用，你那个都是骗人的。,骗子,
ask_doubt,嗯，这个是真的吗？,骗子,
ask_who,啊，听到了啥事？,询问是谁,
ask_doubt,你不要不要了不要了不要了，不要了。算了，你们每次都这样搞骗我的，等一下搞搞了起来，一个月50多，六十多都骗我。,骗子,
ask_doubt,我怕不是的，有人说怕时间长了，他们说是骗人要。,骗子,
ask_doubt,啊，我就想是人是真的吗？,骗子,
ask_fee,就是说投保了还要缴纳费，还要操作什么？,询问费用,
ask_who,什么事能听到？,询问是谁,
ask_doubt,骗人的吧，哪有这么好？,骗子,
ask_who,能听到了说什么事。,询问是谁,
ask_doubt,哎，不知道真的还是假的。,骗子,
refuse,不想不想操作，你们这个这个是什么电话来的？,拒绝，否认,
ask_who,能听到怎么了？,询问是谁,
insurance_upgrade_difference,这个是必须升级还是怎么样，你说清楚。,升级区别,
ask_doubt,哎，这个到底是不是真是不是真实性的，我都害怕受骗了嘛。,骗子,
ask_doubt,嗯，他那个是我只是带的石头了一下，到底他这个是真的吗？假的哦。,骗子,
ask_doubt,那个真的用的上吗？,骗子,
how_operate,操作什么东西啊，还要。,操作流程/怎么操作,
how_operate,哦，你是说还要操作什么呀？,操作流程/怎么操作,
ask_doubt,没有印象啊，你这保险是不是真实的呀？,拒绝，否认,
ask_doubt,我刚投保，我试试看，我说是不是真的。,骗子,
ask_robot,不是人工是吧？,你是机器人,
ask_doubt,现在骗子多了，哪敢弄啊，没有人在干操作。,骗子,
insurance_upgrade_difference,呃，升级是什么意思？,升级区别,
ask_who,嗯，听得到怎么有事吗？,询问是谁,
ask_doubt,那真的假的。,骗子,
ask_robot,你要说吧，你也是机器人哦。,你是机器人,
not_understand,我不明白。,听不懂,
not_understand,什么玩意啊，你啊。,听不懂,
ask_who,啊，说啥事咋的了。,询问是谁,
ask_listen,我说话是不是你听不见？,询问是否听到,
ask_doubt,我怕是假的啦。,骗子,
ask_doubt,我有时间也不操作，我不知道你这个电话，现在我不确定。,骗子,
client_busy,啊，等一下，我还没睡醒啊。,正在忙,
not_understand,请再说一遍。,听不懂,
insurance_upgrade_difference,那个啥呀，升级那个。,升级区别,
ask_who,嗯，还有还有干什么吧？,询问是谁,
insurance_upgrade_difference,你们那里今天不是那个有那个直播间在那个做升级吗？,升级区别,
insurance_upgrade_difference,不是说600%吗？,升级区别,
not_understand,什么没听明白？,听不懂,
ask_who,嗯，你干嘛嘞？,询问是谁,
ask_doubt,有啊，这个是真的假的。,骗子,
ask_doubt,嗯，这个有没有真的啦？,骗子,
insurance_upgrade_difference,不不升级不可以吗？都投保不成是不是？,升级区别,
ask_doubt,嗯，可能是骗人的吧，这个没那么好的。,骗子,
ask_doubt,我问你们这是真实的还是假的？,骗子,
ask_who,啊，你有啥事？,询问是谁,
ask_who,哦，怎么怎么说？,询问是谁,
ask_doubt,我我我我想了，我是主要是想了解一下这次报的这个医疗保险到底是真的还是假的。,骗子,
insurance_upgrade_difference,批改升级的意思是什么呢？,升级区别,
ask_who,哎呦，怎么了？,询问是谁,
insurance_upgrade_difference,升值权益是什么意思啊？,升级区别,
ask_listen,我讲话你能听到吗？,询问是否听到,
client_busy,嗯，那等会儿再说。,正在忙,
ask_doubt,真的假的啊。,骗子,
not_understand,怎么再说一遍。,听不懂,
ask_doubt,是不是真的呀，咋了？,骗子,
ask_doubt,你这个是真的假的东西。,骗子,
ask_who,啊，能听到什么事？,询问是谁,
insurance_upgrade_difference,升级是干嘛的？,升级区别,
ask_who,能听到有什么事。,询问是谁,
ask_doubt,什么证据权益啊，这个是真还是假的啊？,骗子,
insurance_upgrade_difference,不需要了吧，还怎么升级啊？,升级区别,
ask_doubt,那你们这不是虚假广告吗？,骗子,
not_understand,抱歉，您说的话，我不是很明白，您可以简单说下吗？,听不懂,
ask_listen,没听到我说话吗？,询问是否听到,
insurance_upgrade_difference,不升级可以吗？,升级区别,
ask_who,怎么说吧？,询问是谁,
not_understand,你说你啥意思？,听不懂,
ask_who,嗯，啥事说。,询问是谁,
insurance_upgrade_difference,怎么还在升级？,升级区别,
ask_who,啥东西？,询问是谁,
ask_who,我怎么了？,询问是谁,
ask_doubt,啊，不用不用，我就想看一下那个是骗子还是真的。我说。,骗子,
insurance_upgrade_difference,为什么还要升级啊？不升级不行啊。,升级区别,
ask_who,嗯，你有啥事？,询问是谁,
ask_who,呃，怎么了说。,询问是谁,
ask_robot,你是人工还是智还是智能？我就想问一下。,你是机器人,
ask_who,对对对，怎么的了？,询问是谁,
ask_who,是做什么？,询问是谁,
insurance_upgrade_difference,嗯，升级有什么用呢？,升级区别,
ask_robot,我想问你是人工客服吗？,你是机器人,
ask_who,嗯，什么。,询问是谁,
ask_who,怎么说你说嘛？,询问是谁,
client_busy,到时候再说吧。,正在忙,
not_understand,我没听明白，你重新说一遍。,听不懂,
ask_who,你要干嘛？你这个。,询问是谁,
ask_who,怎么说呢？,询问是谁,
ask_robot,有没有人工服务啊？,你是机器人,
ask_who,对，怎么了？,询问是谁,
not_understand,我的啥？,听不懂,
how_operate,不是直接投保就行了吗？还要做什么程序？,操作流程/怎么操作,
insurance_upgrade_difference,是不是一块钱就有600万了，怎么还能升级上去啊？,升级区别,
not_understand,那你这是什么意思？,听不懂,
ask_who,嗯，好，可以可以，你你是干啥？,询问是谁,
ask_who,你是你说你是哪里呀？,询问是谁,
ask_fee,他是因为交钱呢。,询问费用,
ask_who,啊，怎么说啊，你讲嘛。,询问是谁,
refuse,嗯，有没有那个。,拒绝，否认,
ask_who,你干什么？,询问是谁,
not_understand,嗯，请问一下这是什么意思啊？,听不懂,
ask_who,哎，怎么了？是啊。,询问是谁,
ask_who,哦，听到怎么了？,询问是谁,
ask_doubt,你们这个有没有什么风险？,骗子,
ask_robot,让我人工服务呗。,你是机器人,
how_operate,还要操作吗？,操作流程/怎么操作,
ask_doubt,呃，有啊，这个是真的还是假的哦？,骗子,
ask_who,我怎么说？,询问是谁,
ask_doubt,真的假的，我都感觉不不相信。,骗子,
ask_who,啊，怎么说啊？,询问是谁,
insurance_upgrade_difference,呃，必须升级吗？,升级区别,
ask_who,哦，你说怎么了？,询问是谁,
ask_who,怎么呢？,询问是谁,
not_understand,我是那你说一下吧。,听不懂,
ask_who,我怎么我你你说我怎么。,询问是谁,
client_busy,啊，没有时间。,正在忙,
ask_doubt,这个是真的是假的，但是我昨天是搞了。,骗子,
refuse,不是不是不不不。,拒绝，否认,
normal_response,哦。,正常应答,
insurance_upgrade_difference,嗯，如果不升级可不可以？,升级区别,
insurance_upgrade_difference,我不需要升级，你的不就是讲一元可以保600万的吗？那要升级的话，那你不就是假的吗？,升级区别,
ask_who,在的吧嗯怎么了？,询问是谁,
not_understand,我没听懂。,听不懂,
ask_doubt,这个真的有用吗？,骗子,
ask_doubt,呃，我刚刚注册的那个是假的吧，真的。,骗子,
ask_robot,你这个是系统吧，不是人。,你是机器人,
ask_doubt,啊，你们那是真的吧？,骗子,
insurance_upgrade_difference,你讲什么意思？就是升级的是吧？,升级区别,
ask_doubt,这个是不是真的？,骗子,
not_understand,你说什么？,听不懂,
ask_who,啊，能听到怎么啦？,询问是谁,
ask_doubt,我想问一下，是不是真的哟？,骗子,
ask_who,您说怎么了？,询问是谁,
refuse,不用，我有其他保险，我这是不小心点着了。刚才刷抖音的刷着了。,拒绝，否认,
ask_who,听得到怎么了？,询问是谁,
insurance_upgrade_difference,我我以为什么要升级？我刚刚才买了，老是叫我升级升级升什么级啊，我都不会在在在那个抖音里面买的，我都不知道是真是假的。我就是就看一下那个。,升级区别,
ask_who,怎么啦，你说。,询问是谁,
client_busy,稍等我一稍等我一下啊。,正在忙,
ask_who,你啥事吧，你快快快说。,询问是谁,
ask_doubt,哦，我想问一下，我说这个保险是真的还是假的？,骗子,
ask_fee,你你你的意思就是保费要又要交保费是吗？,询问费用,
ask_who,怎么了？你你给我怎么了，你说。,询问是谁,
ask_who,对，怎么的？,询问是谁,
ask_doubt,不是，我想问一下子，你这是正规客服，正规保险吗？,骗子,
ask_doubt,那你现在这个你这个属于骗人的呀。,骗子,
refuse,哦，不用了，我看过了。,拒绝，否认,
refuse,没有啊。,拒绝，否认,
ask_doubt,啊，我知道的这个就是是真的假的呀。,骗子,
ask_robot,我要人工的人工的。,你是机器人,
ask_who,怎么的啦？,询问是谁,
ask_doubt,我都不知道你这是真的真是假的。,骗子,
ask_who,啊，我我我啥事，你说。,询问是谁,
ask_who,他怎么跟你讲？,询问是谁,
ask_who,嗯，听不到你有什么事吗？,询问是谁,
